회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,비유동비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,매출액총이익률,총자본사업이익률,총자본정상영업이익률,자기자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,자기자본배율,유형자산증가율,재고자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,자기자본회전률,경영자본회전률,총자본회전률,비유동자산회전률,순운전자본회전률,유동자산회전률,영업년수,상장년수,기업수명주기,부실판단
(주)피엔티 엠에스,257370,2020,-15,-21,-8,-28,111,66,103,117,103,38,5,10,52,46,-30.15,-16.88,-56.68,-7.43,-15.08,-15.1,-28.93,-54.4,3.92,-31.48,-9.777170451841762,-9.56,-17.45,1.07,-50.33,856,0.9,-19.27,-3921,-7,-17,-22,0,0.2921641429883946,1.67,1,1,1,0,0,1,0,1,23.0,6.0,쇠퇴기,1.0
(주)피엔풍년,24940,2022,6,1433,1,1,471,293,39,18,17,0,53,173,67,85,3.9,3.46,3.08,28.97,3.16,2.58,3.08,2.43,-0.53,-1.1,0.8243033974761633,0.82,1.5,-0.5,-1.32,925,-17.01,15.01,14192,26,107,25,13,1.0584485969573052,10.68,2,4,1,1,1,3,1,2,50.0,29.0,쇠퇴기,0.0
(주)피플바이오,304840,2022,-29,-64,-25,-234,89,88,219,614,554,39,-8,42,69,14,-136.26,-36.21,-337.53,30.51,-23.84,-24.98,-93.8,-263.16,55.01,-108.49,-17.589611291638064,-17.59,-26.91,15.82,670.22,66,63.11,65.07,-7337,-17,-342,-165,0,0.1050398563747867,5.26,0,3,0,0,0,0,0,0,22.0,4.0,도입기,1.0
(주)핌스,347770,2022,14,29,6,6,119,104,108,66,49,20,6,21,35,60,3.24,1.59,1.42,17.38,1.28,1.22,1.93,1.33,0.37,-10.76,5.859531110263242,5.86,10.22,3.64,24.87,1447,1.55,-24.04,22082,23,50,26,5,0.8911857975599419,4.8,3,2,1,1,1,1,2,3,8.0,4.0,성숙기,0.0
(주)하나기술,299030,2022,-5,-7,-3,-7,140,104,168,220,108,49,14,41,47,31,2.14,0.74,1.32,26.1,5.45,5.31,15.88,9.83,-0.26,6.85,22.806939960867464,22.81,-14.8,104.4,0.76,1942,108.84,19.31,19678,8,18,17,8,0.4902525831817464,5.14,1,1,2,1,1,1,1,1,21.0,4.0,성장기,0.0
(주)하이드로리튬,101670,2022,-12,-14,-7,-91,1406,1201,18,155,17,54,86,205,93,39,-8.45,-4.11,-30.27,19.09,-4.02,-4.35,-9.46,-33.2,6.92,-9.08,306.3318668916987,306.33,416.34,8.7,-36.05,1233,-6.96,0.04,2757,2,52,24,-126,0.0817286240473299,2.18,0,2,0,0,0,1,0,0,29.0,16.0,도입기,0.0
(주)하이로닉,149980,2022,28,88,4,9,1165,792,45,15,6,4,56,114,61,87,5.12,4.65,10.63,53.95,5.8,5.46,6.25,12.99,-0.39,-8.77,6.038045858594431,6.04,9.1,1.62,26.57,4160,-0.96,-1.6,7507,11,34,27,39,0.4083256065133981,15.32,1,1,0,0,0,1,1,1,17.0,10.0,성숙기,0.0
(주)하이소닉,106080,2015,6,10,3,2,131,115,109,84,58,27,10,23,41,54,2.87,1.44,1.16,10.96,3.09,2.92,6.18,2.51,1.46,35.96,-9.92224267011948,-9.92,1.58,-16.45,52.36,415,-12.84,-8.29,27581,63,136,51,2,1.226898887984896,5.1,3,2,2,1,1,2,2,3,23.0,14.0,성숙기,1.0
(주)하이트론씨스템즈,19490,2014,-13,-4432,-4,-3,281,166,65,41,27,0,35,31,54,71,-13.21,-9.76,-8.61,5.3,-7.95,-8.12,-11.63,-7.58,-0.13,-1.3400000000000016,-15.527589918339691,-15.53,-23.02,-4.72,-25.4,318,-4.64,-16.01,8791,14,36,12,-71,1.1695541524001951,4.53,3,3,2,1,1,2,1,2,38.0,26.0,쇠퇴기,1.0
(주)한국비엔씨,256840,2022,-13,-40,-2,-13,997,917,48,22,7,6,55,801,61,82,-24.3,-19.72,-105.29,43.76,-3.38,-4.34,-5.31,-23.87,-0.8,377.88,72.60572001618469,0.0,0.0,0.0,0.0,2722,0.0,0.0,-30323,-13,-39,-72,0,0.1819332703473017,5.36,0,1,0,0,0,0,0,0,8.0,8.0,도입기,0.0
(주)한국테크놀로지,53590,2015,-38,-47,-24,-124,80,72,151,166,145,51,-11,28,43,38,-126.37,-105.51,-342.98,-89.77,-34.64,-34.77,-66.04,-179.25,12.22,-130.76,1.8981835622101768,1.9,-21.38,31.65,-65.57,84,773.23,-50.5,-19830,-53,-544,-275,0,0.1921758987094736,6.36,0,4,0,0,0,0,0,0,27.0,23.0,도입기,1.0
(주)한국파마,32300,2022,11,14,6,10,141,116,55,119,116,42,22,12,75,46,-1.91,-0.93,-1.38,43.72,4.92,4.75,10.55,7.64,4.51,-14.16,1.1945810272523272,1.19,0.87,2.17,1.83,1097,9.83,2.25,26924,21,134,33,-4,0.6187948136880499,5.05,1,4,1,1,1,2,1,1,39.0,4.0,성숙기,0.0
(주)한국화장품제조,3350,2014,-12,-23,-4,-5,175,147,71,42,40,15,21,1,50,71,26.65,21.76,22.02,17.92,4.74,4.59,6.83,5.64,0.63,35.48,16.0601700695487,16.06,5.46,28.94,13.96,1462,2.87,6.49,12387,26,99,35,63,0.7562778918382218,2.18,2,3,1,1,1,2,1,2,62.0,46.0,쇠퇴기,1.0
(주)한네트,52600,2022,36,53,9,20,278,277,41,35,34,18,45,251,70,74,5.54,4.68,8.93,22.86,5.25,5.13,7.03,11.34,1.17,1.4800000000000004,-1.321473621951427,-1.32,2.83,-9.68,-4.86,619,-9.44,-52.94,9849,20,138,45,20,0.4555261598312637,12.41,1,3,1,1,0,1,0,1,27.0,23.0,성숙기,0.0
(주)한독크린텍,256150,2022,57,0,5,5,660,475,45,11,10,0,50,17,59,90,9.63,8.87,8.56,16.74,9.73,8.62,9.64,8.58,-1.1,-0.3399999999999998,1.0251162729038137,1.03,-0.75,3.7,12.33,1274,4.23,14.33,18928,32,87,32,27,1.0002210664843796,7.94,2,3,1,1,1,2,1,2,21.0,5.0,성숙기,0.0
(주)한빛소프트,47080,2017,-18,-349,-7,-7,216,211,80,69,41,2,28,42,53,59,6.22,4.81,2.81,29.63,-3.29,-3.82,-6.95,-3.7,-0.1,43.89,-8.509742918267664,-8.51,0.75,-17.01,27.89,175,43.45,188.24,8273,23,2035,21,13,1.0799392432982493,7.33,2,114,2,2,1,2,1,2,25.0,22.0,쇠퇴기,1.0
(주)한송네오텍,226440,2021,-1,-1,0,-1,100,67,127,109,82,31,0,19,39,48,-7.79,-5.37,-9.28,18.3,-0.39,-0.55,-0.96,-1.29,4.82,-6.18,85.0606945637036,85.06,12.91,213.86,53.04,710,496.7,20.83,3523,4,13,12,-78,0.3297666666863468,4.51,1,2,1,1,0,1,1,1,9.0,9.0,성장기,1.0
(주)한일진공,123840,2021,-18,-26,-4,-52,105,80,100,32,30,17,1,56,24,76,-33.5,-83.33,-411.88,-23.61,-4.49,-5.39,-6.7,-73.56,-2.39,-42.57,-23.7343228176401,-23.73,10.52,-30.48,-35.63,1258,-16.78,24.94,-30166,-25,-152,-299,0,0.0847442356301538,8.15,0,0,0,0,0,0,0,0,14.0,14.0,도입기,1.0
(주)한창,5110,2017,17,30,10,9,290,237,47,154,71,33,53,114,82,39,3.63,6.35,3.95,16.93,5.39,4.88,11.41,4.06,0.04,-7.64,26.262704173087137,26.26,51.56,-27.31,122.01,225,1696.54,-24.08,15305,15,238,14,29,1.0784132395804895,25.43,2,32,3,2,1,5,1,2,57.0,48.0,성장기,1.0
(주)한컴위드,54920,2015,-1,-1,0,-3,27,27,159,77,66,39,-27,8,10,57,-7.3,-19.83,-25.58,43.38,-0.87,-1.02,-1.76,-6.17,9.21,-6.65,-5.638816380612632,-5.64,-37.35,0.09,-19.9,819,-7.1,131.35,4287,5,1031,30,-87,0.1694309232688686,3.45,1,34,0,1,0,0,0,1,25.0,23.0,도입기,1.0
(주)한탑,2680,2015,2,2,1,1,82,64,146,178,160,56,-10,2,47,36,-3.22,-1.45,-1.33,14.0,1.76,1.18,3.28,1.24,1.37,4.68,-4.078066973655703,-4.08,-13.62,6.47,13.37,448,1.15,-11.29,8807,7,21,7,-19,0.9670088487056206,3.82,2,3,3,1,1,2,1,2,65.0,29.0,성숙기,1.0
(주)헥토이노베이션,214180,2022,22,375,10,21,168,164,57,86,77,3,28,80,69,54,21.33,7.24,12.24,0.0,7.84,7.27,12.81,13.55,-0.65,5.439999999999998,16.023857430415074,16.02,14.2,20.37,18.97,2063,10.51,28.39,91480,17,1142,35,35,0.499167715867903,12.63,1,34,1,1,1,2,0,1,15.0,9.0,성숙기,0.0
(주)헥토파이낸셜,234340,2022,14,560,8,20,140,140,51,135,131,1,22,70,78,43,10.39,4.45,9.31,0.0,4.75,4.12,8.98,9.94,-1.43,-6.379999999999999,17.584791927686215,17.58,11.18,48.2,17.1,2862,8.36,0.0,37318,11,761,29,32,0.3839824379985903,21.04,1,27,1,0,0,2,0,1,24.0,5.0,성숙기,0.0
(주)헬릭스미스,84990,2018,-9,-16,-5,-255,294,288,108,106,33,29,31,79,48,49,-21.46,-13.94,-577.97,61.1,-6.81,-7.46,-15.37,-401.52,-16.03,-18.08,58.45190314326384,0.0,0.0,0.0,0.0,1678,0.0,0.0,-26578,-9,-288,-503,0,0.0185791529081213,3.53,0,0,0,0,0,0,0,0,28.0,19.0,도입기,1.0
(주)협진,138360,2020,-9,-354,-1,-8,1160,1090,29,7,7,0,67,32,73,94,-19.46,-20.04,-273.03,12.4,-5.46,-5.69,-6.36,-89.22,-0.94,-19.33,-6.863572370205651,-6.85,15.12,-38.37,-83.44,254,-50.04,-87.07,950,2,14,31,-894,0.0661717610529951,3.92,0,0,0,0,0,0,0,0,20.0,11.0,도입기,1.0
(주)형지아이앤씨,11080,2015,-9,-16,-5,-5,152,44,77,126,98,31,23,6,66,44,7.63,4.27,2.96,65.92,1.59,1.45,3.29,1.28,1.2,3.56,12.673103453530196,12.67,14.45,9.38,26.85,297,-44.98,17.8,14612,13,290,12,24,1.0708590577792174,9.48,6,17,3,1,1,3,1,2,48.0,20.0,도입기,1.0
(주)화인베스틸,133820,2022,9,12,5,6,80,34,129,130,126,41,-11,5,44,44,-3.29,-1.57,-1.86,5.1,0.41,0.4,0.91,0.52,3.14,-6.34,-1.97339390794105,-1.97,3.04,-5.57,12.51,484,-6.39,19.56,20892,12,25,15,-12,0.777207239321532,4.89,4,2,2,1,1,1,1,2,17.0,10.0,성숙기,0.0
(주)휴네시온,290270,2022,81,818,13,18,328,315,61,18,17,2,34,92,48,84,-13.55,-17.19,-16.45,44.06,9.14,7.4,8.86,11.24,-2.48,-57.5,-14.515767060843022,-14.52,10.42,-29.42,14.62,738,62.56,-32.62,3532,8,56,12,-142,0.7147850923588979,6.51,2,4,1,1,1,1,1,2,21.0,6.0,성숙기,0.0
(주)휴림에이텍,78590,2020,0,4,0,3,14,13,375,317,313,9,-65,9,10,24,-260.78,-70.31,-292.34,17.96,-3.54,-3.71,-14.62,-16.39,5.49,-236.99,554.9707608031524,554.97,4.65,1519.86,-4.95,717,-10.4,-92.6,-150985,-32,-1260,-246,0,0.1303684602235374,11.87,1,4,1,0,0,0,0,1,31.0,19.0,성장기,1.0
(주)휴비츠,65510,2022,23,36,9,14,127,62,98,62,51,25,9,15,40,62,17.88,11.42,15.2,45.32,11.53,11.49,18.57,17.35,0.83,7.079999999999998,15.525447981465597,15.53,31.13,7.12,15.16,1733,8.99,34.58,46144,26,60,42,36,0.6174663450194484,6.56,4,1,1,1,1,1,1,2,25.0,21.0,성장기,0.0
(주)휴센텍,215090,2020,-9,-12,-3,-6,235,201,30,58,54,26,47,122,81,63,-16.44,-12.74,-16.15,27.73,1.65,1.02,1.54,1.52,6.52,16.74,44.85412571474562,44.85,131.68,-43.93,3.44,781,-37.92,-16.47,5684,18,271,31,-52,0.5707396350294104,16.34,1,7,1,1,1,2,1,1,9.0,9.0,성장기,1.0
(주)흥국,10240,2022,39,86,8,7,474,286,51,28,16,10,47,150,60,78,9.61,8.22,6.35,14.99,9.65,9.5,12.6,8.33,0.09,-5.220000000000001,-0.6325927610017659,-0.63,0.48,-2.24,-5.12,1494,-3.56,-11.42,25422,22,81,19,34,1.1438736366345523,7.26,3,4,2,1,1,3,2,2,50.0,15.0,성숙기,0.0
(주)흥국에프엔비,189980,2022,11,12,6,13,147,96,164,127,43,50,9,59,28,44,14.38,7.92,12.23,33.4,6.46,6.12,12.03,10.78,1.01,5.700000000000001,59.57457543452824,59.57,13.08,89.53,35.96,2213,146.57,53.56,37997,18,36,39,31,0.4619042103426869,12.96,3,1,1,1,1,1,1,2,16.0,9.0,성장기,0.0
(주)힘스,238490,2022,-35,-88,-8,-20,194,123,79,28,26,9,19,25,39,78,-12.73,-12.21,-27.41,13.17,-15.98,-16.21,-19.54,-42.09,-0.18,-12.15,-5.6695749966065865,-5.67,-8.6,-3.72,-37.65,1095,-8.23,19.97,4169,5,14,13,-207,0.3966151446395689,7.75,1,1,0,0,0,1,1,1,25.0,7.0,도입기,0.0
KD(주),44180,2014,-75,-118,-36,-43,144,85,66,93,88,31,20,3,66,52,-53.55,-23.51,-24.71,-2.19,-17.64,-18.54,-45.09,-20.56,1.21,16.769999999999996,15.48636968727733,15.49,28.88,-3.73,0.57,103,-7.23,165.23,-1657,-6,-21,-7,0,0.8414548637458525,3.97,2,3,2,1,1,2,1,1,48.0,24.0,도입기,1.0
감성코퍼레이션(주),36620,2014,-5,-6,-2,-11,56,44,146,68,40,35,-10,3,13,59,-36.16,-97.8,-95.24,16.33,0.89,0.63,0.99,2.61,8.0,-14.059999999999995,40.36407928579116,40.36,32.6,41.61,37.6,467,40598.09,291.62,-9101,-16,-135,-79,0,0.2061106029957766,2.76,2,3,0,1,0,0,1,2,30.0,24.0,도입기,1.0
경남제약(주),53950,2022,-10,-14,-3,-8,176,147,67,45,44,23,23,98,54,69,-7.88,-7.04,-11.49,27.79,-2.12,-2.52,-3.94,-5.75,2.41,-2.62,15.014278265580655,15.01,40.8,-5.11,-8.7,595,-7.73,-9.79,10981,8,35,19,-62,0.4093828474312951,3.96,1,2,1,1,0,1,1,1,26.0,23.0,성장기,0.0
경인전자(주),9140,2022,71,9876,5,16,1749,1655,22,7,5,0,75,400,80,94,4.38,4.78,13.5,26.22,1.17,0.16,0.18,0.55,-3.36,-1.83,3.7949250564846166,3.79,10.02,-15.09,-26.77,814,2.46,-26.24,8912,13,222,44,30,0.2933085793776795,2.32,0,5,0,0,0,1,0,0,51.0,35.0,성숙기,0.0
고려제약(주),14570,2022,75,9063,8,9,980,794,26,12,9,0,69,46,77,90,14.63,13.5,14.76,43.16,16.33,15.65,17.76,17.91,-0.77,2.370000000000001,6.662423026898508,6.66,3.08,20.57,7.41,1540,32.85,6.84,31882,34,210,40,37,0.8462456414158489,2.68,1,5,1,1,1,4,1,1,44.0,24.0,성숙기,0.0
광진실업(주),26910,2022,1,1,0,1,89,48,164,178,128,33,-5,28,41,36,4.17,1.8,1.94,11.66,0.98,0.77,2.13,0.99,0.75,-0.3799999999999999,79.84137796991641,0.0,0.0,0.0,0.0,857,0.0,0.0,8334,11,28,14,14,0.77529199991783,9.33,3,1,2,1,1,1,1,2,48.0,28.0,성장기,0.0
국일신동(주),60480,2022,84,0,7,13,1508,1123,67,9,3,0,36,240,38,92,2.11,2.01,3.74,6.23,1.36,0.73,0.81,1.43,-1.18,0.2699999999999998,-1.5435819442417278,-1.54,-13.81,7.95,-4.46,865,-0.06,-41.73,4672,9,17,17,22,0.5149593166398458,4.52,2,1,1,1,1,1,1,1,31.0,10.0,성숙기,0.0
국일제지(주),78130,2016,-12,-15,-5,-14,92,64,110,85,81,36,-3,4,41,54,-0.6,-0.53,-0.78,15.07,2.5,0.11,0.21,0.28,-2.24,-36.53,1.0657035970077806,1.07,4.62,-1.22,-2.44,476,1.82,-13.92,9488,9,50,23,-3,0.3965707152874427,3.55,2,2,1,1,0,1,0,1,46.0,20.0,도입기,1.0
그린생명과학(주),114450,2022,-20,-30,-3,-5,280,216,68,19,18,11,27,30,42,84,-6.47,-6.67,-9.66,-3.72,-4.96,-5.89,-7.27,-10.84,-1.41,-1.0499999999999998,-13.261839621272497,-13.26,-1.67,-20.18,44.07,702,-26.42,4.92,3747,6,14,10,-94,0.5847171822060425,12.25,2,1,1,1,1,1,1,1,19.0,15.0,쇠퇴기,1.0
글로벌에스엠테크리미티드,900070,2014,19,50,5,7,330,291,47,32,26,9,45,111,64,76,-4.93,-3.76,-5.41,25.39,3.93,3.15,4.1,4.83,-0.61,-5.569999999999999,-0.274756543869301,-0.27,-3.96,7.16,-14.4,356,-15.21,-8.57,12820,12,47,19,-29,0.6543335342210244,3.43,1,2,1,1,1,2,1,1,16.0,15.0,성장기,1.0
나노캠텍(주),91970,2017,-10,-13,-3,-3,224,194,58,34,34,19,32,72,57,74,-13.76,-10.65,-12.56,9.85,-6.4,-7.83,-10.49,-9.62,-0.34,-5.68,-12.626550555028471,-12.63,-17.55,-5.14,21.94,551,-6.29,12.18,1232,2,4,2,-660,0.8726473482904835,6.25,2,2,1,1,1,2,1,1,25.0,17.0,쇠퇴기,1.0
나무기술(주),242040,2022,0,1,0,0,129,108,105,133,99,25,12,18,55,43,0.87,0.72,0.59,19.78,2.46,2.32,5.09,2.05,0.2,2.88,18.98060493529062,18.98,-10.13,96.51,12.44,1140,93.58,12.78,19431,19,63,18,3,1.0390452490287452,3.71,2,5,2,1,1,3,1,2,8.0,8.0,도입기,0.0
대모엔지니어링(주),317850,2022,0,0,0,0,275,148,76,46,26,18,31,32,48,68,2.7,1.77,2.35,24.24,3.09,2.85,4.48,3.89,0.4,-7.419999999999999,-12.924294437634492,-12.92,-18.39,-7.14,10.62,1143,-3.3,16.11,11513,17,34,21,11,0.7871196125523895,6.98,2,2,1,1,1,1,1,1,35.0,5.0,쇠퇴기,0.0
대봉엘에스(주),78140,2022,25,37,5,10,374,331,38,25,23,14,51,21,70,80,7.62,7.84,12.61,26.69,6.33,4.68,5.72,8.74,-2.55,1.25,14.02827623606603,14.03,29.92,-11.25,12.71,2113,8.91,5.61,23149,12,64,25,51,0.5023418300757813,4.21,1,3,1,1,1,2,1,1,38.0,19.0,성장기,0.0
대아티아이(주),45390,2022,3,7,1,3,146,124,128,82,37,23,9,30,30,55,7.83,8.17,7.93,20.41,5.33,4.78,8.75,8.91,0.2,2.97,3.2397424359582185,3.24,-46.23,68.42,-9.21,1546,51.34,198.56,38539,19,300,37,22,0.5287463173187146,6.42,1,9,1,1,1,1,1,1,29.0,23.0,도입기,0.0
대우전자부품(주),9320,2022,7,12,5,5,64,28,222,256,211,44,-22,2,38,28,-28.85,-10.31,-8.7,7.89,-6.2,-6.21,-19.0,-5.73,1.48,-28.73,-3.3399086169763086,-3.34,-18.21,8.61,1.33,108,7.35,-10.34,13999,15,33,14,-62,1.1014969219507451,6.89,6,2,3,1,1,2,1,3,51.0,35.0,성장기,0.0
대정화금(주),120240,2022,41,118,6,12,321,269,68,19,16,5,29,123,43,84,9.76,9.07,14.22,22.05,7.58,6.88,8.23,12.0,-1.01,3.34,6.644525519510464,6.64,4.29,8.48,8.64,4079,3.36,10.64,28378,16,37,29,48,0.5558585082456031,6.27,2,1,1,1,1,1,1,1,38.0,14.0,성숙기,0.0
대주산업(주),3310,2022,13,37,4,5,135,58,112,53,30,12,7,7,27,66,6.5,4.77,4.37,16.13,5.82,5.44,8.29,5.57,0.11,0.0499999999999998,7.157787700391127,7.16,16.94,4.02,17.61,369,2.23,41.77,16687,16,26,17,26,0.944184186040617,14.86,8,2,1,1,1,1,2,4,62.0,32.0,성숙기,0.0
대주전자재료(주),78600,2022,7,8,4,8,65,53,166,172,162,56,-21,34,39,37,0.8,0.28,0.46,21.05,4.05,3.82,9.48,6.88,4.21,-20.44,9.887051731725965,9.89,9.78,9.96,-12.38,1536,11.88,5.52,38227,12,22,22,2,0.5309676413250938,5.28,2,1,1,1,1,1,1,1,43.0,20.0,성장기,0.0
대한그린파워(주),60900,2014,-9,-14,-19,-36,5,5,0,0,0,137,-190,0,10,0,0.0,-324.74,-395.41,-28.74,-15.53,-18.6,0.0,-62.85,19.95,118.8,-75.11787301226849,-59.91,-86.86,-48.84,-39.33,0,0.6,-98.69,-42578,-179,-1044,-346,0,0.516972478279302,3.69,2,3,0,1,0,0,0,1,27.0,22.0,쇠퇴기,1.0
더라미(주),32860,2014,-13,-17,-14,-6,36,23,0,0,0,79,-57,0,32,0,0.0,-48.98,-18.11,-0.85,-12.21,-12.35,0.0,-6.51,2.56,139.86,-32.24226934136829,-32.24,-44.94,-23.88,-5.85,0,-17.8,-24.4,-23689,-30,-101,-13,0,2.346388621725791,14.76,7,5,0,3,2,3,2,5,38.0,27.0,도입기,1.0
더이앤엠(주),89230,2014,-1,-1,-1,-1,49,17,476,578,412,66,-31,0,30,15,-385.82,-58.06,-90.04,-55.36,-41.29,-41.34,-280.24,-65.4,9.85,-338.8,-49.98841450469026,0.0,0.0,0.0,0.0,75,0.0,0.0,-39386,-37,-56,-58,0,0.6321275138240847,8.22,6,1,4,1,1,1,1,2,22.0,18.0,쇠퇴기,1.0
덕산네오룩스(주),213420,2022,113,237,13,26,1171,993,54,13,5,5,48,821,52,89,12.82,12.57,22.03,33.82,13.82,12.85,14.77,25.39,-1.47,-3.5,7.387803996541815,7.39,0.68,15.87,-7.67,6448,20.68,-25.51,70045,19,84,40,56,0.4886822797307931,13.71,1,2,1,1,1,1,1,1,10.0,9.0,성숙기,0.0
덕산하이메탈(주),77360,2022,-8,-24,-1,-3,224,118,84,20,16,6,17,68,30,84,2.19,3.51,3.56,9.59,-0.72,-0.8,-0.95,-1.59,0.05,-11.11,12.317962865251744,12.32,34.08,4.97,84.97,3240,4.89,21.93,35487,10,82,21,17,0.4717889001093375,10.38,4,4,1,1,1,1,1,2,25.0,19.0,성장기,0.0
덕우전자(주),263600,2022,16,29,7,7,89,57,109,84,84,25,-5,29,41,54,12.71,9.9,6.23,17.24,9.61,9.6,17.3,9.06,0.56,8.420000000000002,14.454783952218865,14.45,42.03,1.03,18.95,1371,13.77,68.6,49442,24,86,24,26,0.9930988495446588,14.03,4,4,2,2,1,2,1,3,32.0,7.0,성장기,0.0
데브시스터즈(주),194480,2022,24,143,10,13,578,569,101,66,11,7,32,107,39,60,-3.88,-3.63,-3.12,0.0,-6.13,-6.94,-11.47,-9.29,-0.51,-48.99,9.757197606662228,9.76,-28.13,65.11,-41.94,3036,36.84,1104.44,87567,29,636,41,-8,0.7137519261950844,11.58,2,18,1,1,1,1,1,2,17.0,10.0,도입기,0.0
동신건설(주),25950,2022,0,-13,0,0,644,644,39,26,14,1,58,321,69,79,6.98,8.49,12.07,10.35,1.73,1.23,1.57,2.72,-1.08,7.32,4.252467048065159,4.25,24.14,-23.37,-12.42,2133,7.9,0.0,17229,15,6152,34,35,0.4440201001228114,15.21,1,186,1,1,0,1,1,1,66.0,29.0,성숙기,0.0
동양철관(주),8970,2018,-2,-4,-1,-1,102,81,105,107,100,23,1,23,49,48,-9.96,-4.27,-4.06,5.05,-2.49,-2.54,-6.05,-2.46,1.0,35.89,8.806964964307658,8.81,27.87,-5.02,10.1,133,-6.67,-0.39,15385,9,20,10,-43,0.9899838308940218,5.01,3,2,2,1,1,2,1,2,51.0,47.0,성장기,1.0
동일금속(주),109860,2022,32,371,4,7,402,290,65,15,13,1,33,69,44,87,9.47,14.92,12.59,18.46,10.69,8.2,9.43,12.5,-3.71,-1.7400000000000002,8.995255999195065,9.0,54.52,-11.5,60.61,3358,-3.17,16.4,22526,13,77,20,62,0.6289607615100312,10.16,3,4,1,1,1,1,1,2,40.0,15.0,성숙기,0.0
동일철강(주),23790,2014,-11,-12,-8,-20,70,19,243,313,244,67,-18,1,41,24,-45.59,-19.69,-36.32,-6.97,-8.12,-8.27,-23.65,-18.85,5.71,-46.510000000000005,24.436170380226336,24.44,56.31,8.93,-10.54,658,2.42,131.57,4178,4,11,11,-344,0.3958328231484812,5.46,3,1,1,1,0,1,0,1,57.0,30.0,도입기,1.0
디엑스앤브이엑스(주),180400,2017,-7,-7,-3,-39,2703,2666,62,91,5,44,65,2592,67,52,-12.72,-9.96,-80.14,13.82,-6.92,-7.5,-11.04,-69.57,-1.4,-10.83,91.85671736237946,91.86,80.51,120.54,-8.38,982,50.82,18.08,751,1,14,16,-499,0.0819730404771953,7.11,0,1,0,0,0,0,0,0,23.0,9.0,도입기,1.0
디젠스(주),113810,2015,0,-1,0,0,85,67,169,240,203,45,-9,14,50,29,6.69,2.21,1.77,17.95,4.09,3.98,13.81,3.65,1.57,27.200000000000003,3.63601376457043,3.64,4.94,2.34,55.74,292,1.48,-17.52,25517,26,78,25,7,1.0715790607713649,4.68,3,3,4,1,1,2,1,2,18.0,12.0,성장기,1.0
디케이락(주),105740,2022,9,21,3,5,163,94,75,53,48,16,20,9,51,65,5.52,4.27,5.32,27.55,7.08,7.0,10.79,10.39,1.96,-3.940000000000001,12.665807007016976,12.67,24.36,2.47,28.51,2462,-1.2,18.68,31404,18,61,29,19,0.6360045172910032,3.52,2,2,1,1,1,1,1,1,32.0,14.0,성장기,0.0
라온시큐어(주),42510,2022,18,28,8,12,180,179,45,71,70,26,33,65,74,59,19.29,13.13,17.74,64.29,6.85,5.68,10.57,9.16,2.01,40.33,3.488252792970348,3.49,-0.05,14.88,8.01,197,-74.11,0.0,26959,35,1282,58,31,0.6089539820053527,5.53,1,9,1,1,1,2,1,1,26.0,23.0,성숙기,0.0
라온피플(주),300120,2022,-4,-5,-1,-5,221,206,28,61,60,33,45,21,82,62,-0.85,-0.66,-1.91,59.44,4.46,2.75,4.48,9.03,0.41,10.44,2.824357513041696,2.82,-7.06,105.5,34.11,519,197.62,8.61,11553,13,2642,44,-4,0.3008005091965057,8.33,0,4,1,0,0,2,0,0,14.0,5.0,성장기,0.0
로스웰인터내셔널유한회사,900260,2017,-32,-56,-9,-13,315,299,14,41,40,16,62,51,90,71,15.57,12.07,15.56,29.24,14.01,13.84,18.23,18.22,0.52,-1.09,22.09654239127663,22.1,22.03,22.73,19.88,180,25.08,27.7,48799,17,196,25,62,0.6909101469062654,1.23,1,8,1,1,1,8,1,1,10.0,8.0,도입기,1.0
마이크로로봇(주),182690,2019,-10,-14,-6,-12,117,114,119,127,92,43,7,91,48,44,-58.9,-22.1,-40.66,-15.4,-18.04,-18.11,-49.08,-33.88,7.11,22.78000000000001,32.47748609977247,32.48,116.94,-2.24,40.92,110,-9.36,-68.58,5823,22,50,47,-86,0.4690943344984726,6.47,1,1,1,1,1,1,1,1,24.0,10.0,성장기,1.0
메디앙스(주),14100,2022,15,34,5,8,124,80,106,44,31,14,5,31,27,70,-13.47,-15.94,-16.42,49.6,1.51,1.25,1.85,2.25,0.35,-18.31,-17.252811432856817,-17.25,-22.67,-15.11,-0.14,1372,-1.6,-16.01,-6503,-6,-18,-9,0,0.6136615996644426,12.92,3,2,1,1,1,1,1,2,45.0,29.0,성숙기,0.0
